OBJECTID,UJAHR,UMONAT,USTUNDE,UWOCHENTAG,UKATEGORIE,UART,UTYP1,ULICHTVERH,IstPKW,IstFuss,IstKrad,IstGkfz,IstSonstige,XGCSWGS84,YGCSWGS84,Kommentar,Stadtteil,typ,involved,art
,2023,5,7,5,Unfall mit Leichtverletzten,5.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,"8,452351425000074","49,537109880000060",,,Einbiegen / Kreuzen-Unfall,"Fahrrad, Pkw",Zusammenstoß mit einbiegendem / kreuzendem Fahrzeug
,2023,5,7,5,Unfall mit Schwerverletzten,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,"8,488836587000037","49,498047926000027",,,sonstiger Unfall,Fahrrad,Unfall anderer Art
,2023,5,18,4,Unfall mit Leichtverletzten,1.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,"8,480818066000040","49,483689043000027",,,Unfall durch ruhenden Verkehr,"Fahrrad, Pkw",Zusammenstoß mit anfahrendem/ anhaltendem/ ruhendem Fahrzeug
,2023,5,17,4,Unfall mit Leichtverletzten,5.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,"8,496037410000042","49,499281677000056",,,Einbiegen / Kreuzen-Unfall,"Fahrrad, Pkw",Zusammenstoß mit einbiegendem / kreuzendem Fahrzeug
,2023,5,16,4,Unfall mit Leichtverletzten,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,"8,477345126000046","49,497613362000038",,,sonstiger Unfall,Fahrrad,Unfall anderer Art
,2023,5,8,4,Unfall mit Leichtverletzten,5.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,"8,505607540000028","49,509885277000080",,,Unfall durch ruhenden Verkehr,"Fahrrad, Pkw",Zusammenstoß mit einbiegendem / kreuzendem Fahrzeug
,2023,5,21,3,Unfall mit Leichtverletzten,3.0,6.0,0.0,1.0,0.0,0.0,0.0,0.0,"8,488316089000023","49,494720516000029",,,Unfall im Längsverkehr,"Fahrrad, Pkw",Zusammenstoß mit seitlich in gleicher Richtung fahrendem Fahrzeug
,2023,5,21,3,Unfall mit Leichtverletzten,0.0,7.0,2.0,1.0,0.0,0.0,0.0,0.0,"8,471471321000024","49,503792746000045",,,sonstiger Unfall,"Fahrrad, Pkw",Unfall anderer Art
,2023,5,19,3,Unfall mit Schwerverletzten,3.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,"8,524525406000066","49,474481006000076",,,Unfall im Längsverkehr,Fahrrad,Zusammenstoß mit seitlich in gleicher Richtung fahrendem Fahrzeug
,2023,5,19,3,Unfall mit Leichtverletzten,5.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,"8,567633324000042","49,434875908000038",,,Abbiegeunfall,"Fahrrad, Pkw",Zusammenstoß mit einbiegendem / kreuzendem Fahrzeug
,2023,5,7,3,Unfall mit Leichtverletzten,5.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,"8,553995339000039","49,491913410000052",,,Einbiegen / Kreuzen-Unfall,Fahrrad,Zusammenstoß mit einbiegendem / kreuzendem Fahrzeug
,2023,5,22,2,Unfall mit Leichtverletzten,3.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,"8,491370713000038","49,499647208000056",,,Abbiegeunfall,"Fahrrad, Pkw",Zusammenstoß mit seitlich in gleicher Richtung fahrendem Fahrzeug
,2023,5,20,2,Unfall mit Leichtverletzten,6.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,"8,475382378000063","49,485162155000069",,,Überschreiten-Unfall,"Fahrrad, Fußgänger",Zusammenstoß zwischen Fahrzeug und Fußgänger
,2023,5,10,2,Unfall mit Leichtverletzten,5.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,"8,472899864000055","49,489066109000078",,,Einbiegen / Kreuzen-Unfall,Fahrrad,Zusammenstoß mit einbiegendem / kreuzendem Fahrzeug
,2023,5,19,1,Unfall mit Leichtverletzten,3.0,6.0,0.0,1.0,0.0,0.0,0.0,0.0,"8,483218009000041","49,493347097000026",,,Unfall im Längsverkehr,"Fahrrad, Pkw",Zusammenstoß mit seitlich in gleicher Richtung fahrendem Fahrzeug
,2023,5,19,1,Unfall mit Leichtverletzten,5.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,"8,479825105000032","49,460659644000032",,,Einbiegen / Kreuzen-Unfall,"Fahrrad, Pkw",Zusammenstoß mit einbiegendem / kreuzendem Fahrzeug
,2023,5,14,1,Unfall mit Leichtverletzten,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,"8,564345916000036","49,466390675000071",,,sonstiger Unfall,Fahrrad,Unfall anderer Art
,2023,4,19,7,Unfall mit Schwerverletzten,5.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,"8,473720102000073","49,483713564000027",,,Einbiegen / Kreuzen-Unfall,"Fahrrad, Pkw",Zusammenstoß mit einbiegendem / kreuzendem Fahrzeug
,2023,4,18,7,Unfall mit Leichtverletzten,5.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,"8,474775630000067","49,490862857000081",,,Einbiegen / Kreuzen-Unfall,"Fahrrad, Pkw",Zusammenstoß mit einbiegendem / kreuzendem Fahrzeug
,2023,4,14,7,Unfall mit Leichtverletzten,5.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,"8,471555941000076","49,546223608000048",,,Abbiegeunfall,"Fahrrad, Pkw",Zusammenstoß mit einbiegendem / kreuzendem Fahrzeug
,2023,4,13,7,Unfall mit Leichtverletzten,5.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,"8,483815897000056","49,477514404000033",,,Abbiegeunfall,"Fahrrad, Pkw",Zusammenstoß mit einbiegendem / kreuzendem Fahrzeug
,2023,4,20,6,Unfall mit Leichtverletzten,0.0,7.0,2.0,0.0,0.0,0.0,0.0,0.0,"8,514016110000057","49,433939043000066",,,sonstiger Unfall,Fahrrad,Unfall anderer Art
,2023,4,18,6,Unfall mit Leichtverletzten,5.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,"8,524077939000051","49,509339937000050",,,Einbiegen / Kreuzen-Unfall,"Fahrrad, Pkw",Zusammenstoß mit einbiegendem / kreuzendem Fahrzeug
,2023,4,9,6,Unfall mit Leichtverletzten,1.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,"8,517243467000071","49,509609729000033",,,Unfall durch ruhenden Verkehr,"Fahrrad, Pkw",Zusammenstoß mit anfahrendem/ anhaltendem/ ruhendem Fahrzeug
,2023,4,17,4,Unfall mit Leichtverletzten,4.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,"8,447880132000023","49,564740256000050",,,Unfall im Längsverkehr,Fahrrad,Zusammenstoß mit entgegenkommendem Fahrzeug
,2023,4,14,4,Unfall mit Schwerverletzten,3.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,"8,556690586000059","49,511663291000048",,,Abbiegeunfall,"Fahrrad, Pkw",Zusammenstoß mit seitlich in gleicher Richtung fahrendem Fahrzeug
,2023,4,8,4,Unfall mit Leichtverletzten,4.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,"8,471060636000061","49,493425683000055",,,Unfall im Längsverkehr,Fahrrad,Zusammenstoß mit entgegenkommendem Fahrzeug
,2023,4,5,4,Unfall mit Leichtverletzten,3.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,"8,496035459000041","49,515039644000069",,,Abbiegeunfall,"Fahrrad, Pkw",Zusammenstoß mit seitlich in gleicher Richtung fahrendem Fahrzeug
,2023,4,17,3,Unfall mit Leichtverletzten,3.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,"8,468691052000054","49,485760913000036",,,Abbiegeunfall,"Fahrrad, Pkw",Zusammenstoß mit seitlich in gleicher Richtung fahrendem Fahrzeug
,2023,4,12,2,Unfall mit Leichtverletzten,5.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,"8,487335248000022","49,475075727000046",,,Unfall durch ruhenden Verkehr,"Fahrrad, Pkw",Zusammenstoß mit einbiegendem / kreuzendem Fahrzeug
,2023,4,11,2,Unfall mit Schwerverletzten,5.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,"8,509123844000044","49,446287916000074",,,Einbiegen / Kreuzen-Unfall,"Fahrrad, Tram/Bus (bis 2017 auch LKW)",Zusammenstoß mit einbiegendem / kreuzendem Fahrzeug
,2023,4,16,1,Unfall mit Schwerverletzten,4.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,"8,518161168000063","49,516545095000026",,,Unfall im Längsverkehr,Fahrrad,Zusammenstoß mit entgegenkommendem Fahrzeug
,2023,4,0,1,Unfall mit Leichtverletzten,5.0,5.0,2.0,1.0,0.0,0.0,0.0,0.0,"8,463329536000060","49,487833213000044",,,Unfall durch ruhenden Verkehr,"Fahrrad, Pkw",Zusammenstoß mit einbiegendem / kreuzendem Fahrzeug
,2023,3,18,7,Unfall mit Leichtverletzten,3.0,6.0,1.0,1.0,0.0,0.0,0.0,0.0,"8,471664881000038","49,492495562000045",,,Unfall im Längsverkehr,"Fahrrad, Pkw",Zusammenstoß mit seitlich in gleicher Richtung fahrendem Fahrzeug
,2023,3,18,7,Unfall mit Leichtverletzten,3.0,5.0,1.0,1.0,0.0,0.0,0.0,0.0,"8,467607793000070","49,486180241000056",,,Unfall durch ruhenden Verkehr,"Fahrrad, Pkw",Zusammenstoß mit seitlich in gleicher Richtung fahrendem Fahrzeug
,2023,3,17,7,Unfall mit Leichtverletzten,5.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,"8,486181683000041","49,495915568000044",,,Einbiegen / Kreuzen-Unfall,"Fahrrad, Pkw",Zusammenstoß mit einbiegendem / kreuzendem Fahrzeug
,2023,3,11,7,Unfall mit Leichtverletzten,3.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0,"8,468784883000069","49,487593354000069",,,Unfall durch ruhenden Verkehr,"Fahrrad, Tram/Bus (bis 2017 auch LKW)",Zusammenstoß mit seitlich in gleicher Richtung fahrendem Fahrzeug
,2023,3,17,6,Unfall mit Leichtverletzten,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,"8,450040858000023","49,549575670000081",,,sonstiger Unfall,Fahrrad,Unfall anderer Art
,2023,3,17,6,Unfall mit Leichtverletzten,3.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,"8,472490608000044","49,464666469000065",,,Abbiegeunfall,"Fahrrad, Pkw",Zusammenstoß mit seitlich in gleicher Richtung fahrendem Fahrzeug
,2023,3,13,6,Unfall mit Leichtverletzten,5.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,"8,505715601000077","49,506863685000042",,,Abbiegeunfall,"Fahrrad, Tram/Bus (bis 2017 auch LKW)",Zusammenstoß mit einbiegendem / kreuzendem Fahrzeug
,2023,3,13,6,Unfall mit Leichtverletzten,0.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,"8,471295979000047","49,486631361000036",,,Unfall durch ruhenden Verkehr,"Fahrrad, Pkw",Unfall anderer Art
,2023,3,11,6,Unfall mit Leichtverletzten,5.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,"8,481568933000062","49,527855772000066",,,Einbiegen / Kreuzen-Unfall,"Fahrrad, Pkw",Zusammenstoß mit einbiegendem / kreuzendem Fahrzeug
,2023,3,22,5,Unfall mit Leichtverletzten,1.0,5.0,2.0,1.0,0.0,0.0,0.0,0.0,"8,473402971000041","49,467122680000045",,,Unfall durch ruhenden Verkehr,"Fahrrad, Pkw",Zusammenstoß mit anfahrendem/ anhaltendem/ ruhendem Fahrzeug
,2023,3,19,5,Unfall mit Leichtverletzten,5.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,"8,478214195000021","49,486793089000059",,,Einbiegen / Kreuzen-Unfall,"Fahrrad, Pkw",Zusammenstoß mit einbiegendem / kreuzendem Fahrzeug
,2023,3,15,5,Unfall mit Leichtverletzten,5.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,"8,539533326000026","49,513119855000070",,,Einbiegen / Kreuzen-Unfall,"Fahrrad, Pkw",Zusammenstoß mit einbiegendem / kreuzendem Fahrzeug
,2023,3,14,5,Unfall mit Leichtverletzten,5.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,"8,466998410000031","49,471563338000067",,,Einbiegen / Kreuzen-Unfall,"Fahrrad, Pkw",Zusammenstoß mit einbiegendem / kreuzendem Fahrzeug
,2023,3,13,5,Unfall mit Schwerverletzten,3.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,"8,490127622000045","49,461358378000057",,,Abbiegeunfall,"Fahrrad, Pkw",Zusammenstoß mit seitlich in gleicher Richtung fahrendem Fahrzeug
,2023,3,11,5,Unfall mit Schwerverletzten,5.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,"8,490111373000047","49,457918565000057",,,Einbiegen / Kreuzen-Unfall,"Fahrrad, Pkw",Zusammenstoß mit einbiegendem / kreuzendem Fahrzeug
,2023,3,10,5,Unfall mit Leichtverletzten,5.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,"8,488313625000046","49,497540800000081",,,Einbiegen / Kreuzen-Unfall,"Fahrrad, Pkw",Zusammenstoß mit einbiegendem / kreuzendem Fahrzeug
,2023,3,8,5,Unfall mit Leichtverletzten,5.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,"8,480560572000059","49,522151124000061",,,Einbiegen / Kreuzen-Unfall,"Fahrrad, Pkw",Zusammenstoß mit einbiegendem / kreuzendem Fahrzeug
,2023,3,7,5,Unfall mit Leichtverletzten,5.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,"8,529345613000032","49,490437687000053",,,Einbiegen / Kreuzen-Unfall,"Fahrrad, Tram/Bus (bis 2017 auch LKW)",Zusammenstoß mit einbiegendem / kreuzendem Fahrzeug
,2023,3,20,4,Unfall mit Leichtverletzten,4.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,"8,492012218000070","49,458967888000075",,,Abbiegeunfall,"Fahrrad, Pkw",Zusammenstoß mit entgegenkommendem Fahrzeug
,2023,3,14,4,Unfall mit Schwerverletzten,4.0,6.0,0.0,1.0,0.0,0.0,0.0,0.0,"8,489743390000058","49,528314506000072",,,Unfall im Längsverkehr,"Fahrrad, Pkw",Zusammenstoß mit entgegenkommendem Fahrzeug
,2023,3,7,4,Unfall mit Schwerverletzten,5.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,"8,497224325000047","49,517954304000057",,,Einbiegen / Kreuzen-Unfall,"Fahrrad, Pkw",Zusammenstoß mit einbiegendem / kreuzendem Fahrzeug
,2023,3,7,4,Unfall mit Leichtverletzten,5.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,"8,522164584000052","49,511603479000030",,,Einbiegen / Kreuzen-Unfall,"Fahrrad, Tram/Bus (bis 2017 auch LKW)",Zusammenstoß mit einbiegendem / kreuzendem Fahrzeug
,2023,3,5,4,Unfall mit Schwerverletzten,5.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,"8,449830848000033","49,504894557000057",,,Einbiegen / Kreuzen-Unfall,"Fahrrad, Pkw",Zusammenstoß mit einbiegendem / kreuzendem Fahrzeug
,2023,3,19,3,Unfall mit Leichtverletzten,2.0,6.0,2.0,0.0,0.0,0.0,0.0,1.0,"8,504011589000072","49,477837904000069",,,Unfall im Längsverkehr,"Fahrrad, Tram/Bus (bis 2017 auch LKW)",Zusammenstoß mit vorausfahrendem / wartendem Fahrzeug
,2023,3,16,3,Unfall mit Leichtverletzten,5.0,5.0,0.0,1.0,0.0,1.0,0.0,0.0,"8,488781826000036","49,462774185000058",,,Unfall durch ruhenden Verkehr,"Fahrrad, Pkw, Kraftrad",Zusammenstoß mit einbiegendem / kreuzendem Fahrzeug
,2023,3,7,3,Unfall mit Leichtverletzten,5.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,"8,504498124000065","49,445100955000044",,,Einbiegen / Kreuzen-Unfall,"Fahrrad, Pkw",Zusammenstoß mit einbiegendem / kreuzendem Fahrzeug
,2023,3,17,2,Unfall mit Leichtverletzten,3.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,"8,475887296000053","49,487071064000077",,,Abbiegeunfall,"Fahrrad, Pkw",Zusammenstoß mit seitlich in gleicher Richtung fahrendem Fahrzeug
,2023,3,16,2,Unfall mit Leichtverletzten,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,"8,483706505000043","49,469840060000081",,,sonstiger Unfall,Fahrrad,Unfall anderer Art
,2023,3,13,2,Unfall mit Schwerverletzten,5.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,"8,523605737000025","49,438737987000081",,,Einbiegen / Kreuzen-Unfall,"Fahrrad, Pkw",Zusammenstoß mit einbiegendem / kreuzendem Fahrzeug
,2023,2,22,7,Unfall mit Leichtverletzten,3.0,6.0,2.0,1.0,0.0,0.0,0.0,0.0,"8,476179681000076","49,487238976000071",,,Unfall im Längsverkehr,"Fahrrad, Pkw",Zusammenstoß mit seitlich in gleicher Richtung fahrendem Fahrzeug
,2023,2,15,6,Unfall mit Leichtverletzten,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,"8,477244412000061","49,485970807000058",,,Einbiegen / Kreuzen-Unfall,"Fahrrad, Pkw",Unfall anderer Art
,2023,2,11,6,Unfall mit Leichtverletzten,5.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,"8,490204140000060","49,528134671000032",,,Einbiegen / Kreuzen-Unfall,"Fahrrad, Pkw",Zusammenstoß mit einbiegendem / kreuzendem Fahrzeug
,2023,2,17,5,Unfall mit Leichtverletzten,6.0,4.0,1.0,0.0,1.0,0.0,0.0,0.0,"8,478709358000060","49,462146519000044",,,Überschreiten-Unfall,"Fahrrad, Fußgänger",Zusammenstoß zwischen Fahrzeug und Fußgänger
,2023,2,12,5,Unfall mit Leichtverletzten,5.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,"8,464062599000044","49,491565559000037",,,Einbiegen / Kreuzen-Unfall,"Fahrrad, Pkw",Zusammenstoß mit einbiegendem / kreuzendem Fahrzeug
,2023,2,6,5,Unfall mit Leichtverletzten,5.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,"8,505503557000054","49,476148426000066",,,Einbiegen / Kreuzen-Unfall,"Fahrrad, Pkw",Zusammenstoß mit einbiegendem / kreuzendem Fahrzeug
,2023,2,18,4,Unfall mit Leichtverletzten,0.0,6.0,1.0,1.0,0.0,0.0,0.0,0.0,"8,510205989000042","49,507759827000029",,,Unfall im Längsverkehr,"Fahrrad, Pkw",Unfall anderer Art
,2023,2,9,4,Unfall mit Schwerverletzten,5.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,"8,497121696000022","49,450851524000029",,,Einbiegen / Kreuzen-Unfall,"Fahrrad, Pkw",Zusammenstoß mit einbiegendem / kreuzendem Fahrzeug
,2023,2,19,3,Unfall mit Leichtverletzten,5.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,"8,457080357000052","49,492099353000071",,,Einbiegen / Kreuzen-Unfall,"Fahrrad, Pkw",Zusammenstoß mit einbiegendem / kreuzendem Fahrzeug
,2023,2,7,3,Unfall mit Schwerverletzten,5.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,"8,467390058000035","49,490190816000052",,,Einbiegen / Kreuzen-Unfall,"Fahrrad, Pkw",Zusammenstoß mit einbiegendem / kreuzendem Fahrzeug
,2023,2,19,2,Unfall mit Leichtverletzten,5.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,"8,489276246000031","49,462384683000039",,,Einbiegen / Kreuzen-Unfall,"Fahrrad, Pkw",Zusammenstoß mit einbiegendem / kreuzendem Fahrzeug
,2023,2,14,2,Unfall mit Leichtverletzten,5.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,"8,481125505000023","49,456832461000033",,,Einbiegen / Kreuzen-Unfall,"Fahrrad, Pkw",Zusammenstoß mit einbiegendem / kreuzendem Fahrzeug
,2023,2,11,2,Unfall mit Leichtverletzten,5.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,"8,470819713000026","49,492759468000031",,,Einbiegen / Kreuzen-Unfall,"Fahrrad, Tram/Bus (bis 2017 auch LKW)",Zusammenstoß mit einbiegendem / kreuzendem Fahrzeug
,2023,2,8,2,Unfall mit Leichtverletzten,4.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,"8,477125994000062","49,496478098000068",,,Abbiegeunfall,"Fahrrad, Pkw",Zusammenstoß mit entgegenkommendem Fahrzeug
,2023,2,11,1,Unfall mit Schwerverletzten,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,"8,558179627000072","49,469690526000079",,,sonstiger Unfall,Fahrrad,Unfall anderer Art
,2023,1,19,7,Unfall mit Leichtverletzten,3.0,6.0,2.0,1.0,0.0,0.0,0.0,0.0,"8,475421993000054","49,490096084000072",,,Unfall im Längsverkehr,"Fahrrad, Pkw",Zusammenstoß mit seitlich in gleicher Richtung fahrendem Fahrzeug
,2023,1,15,7,Unfall mit Leichtverletzten,3.0,6.0,0.0,1.0,0.0,0.0,0.0,0.0,"8,545538118000024","49,489963478000050",,,Unfall im Längsverkehr,"Fahrrad, Pkw",Zusammenstoß mit seitlich in gleicher Richtung fahrendem Fahrzeug
,2023,1,18,5,Unfall mit Leichtverletzten,5.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,"8,515200258000050","49,509617758000047",,,Abbiegeunfall,"Fahrrad, Pkw",Zusammenstoß mit einbiegendem / kreuzendem Fahrzeug
,2023,1,16,5,Unfall mit Leichtverletzten,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,"8,497174724000047","49,502669846000060",,,sonstiger Unfall,Fahrrad,Unfall anderer Art
,2023,1,13,5,Unfall mit Leichtverletzten,5.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,"8,498962466000023","49,453758252000057",,,Einbiegen / Kreuzen-Unfall,"Fahrrad, Pkw",Zusammenstoß mit einbiegendem / kreuzendem Fahrzeug
,2023,1,7,5,Unfall mit Leichtverletzten,1.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,"8,577928118000045","49,458917351000082",,,Unfall im Längsverkehr,Fahrrad,Zusammenstoß mit anfahrendem/ anhaltendem/ ruhendem Fahrzeug
,2023,1,16,4,Unfall mit Leichtverletzten,0.0,7.0,2.0,0.0,0.0,0.0,0.0,0.0,"8,504471186000046","49,477831450000053",,,sonstiger Unfall,Fahrrad,Unfall anderer Art
,2023,1,6,4,Unfall mit Leichtverletzten,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,"8,524581247000071","49,440355709000073",,,Fahrunfall,Fahrrad,Unfall anderer Art
,2023,1,17,3,Unfall mit Leichtverletzten,5.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,"8,519465184000069","49,421430962000045",,,Einbiegen / Kreuzen-Unfall,"Fahrrad, Pkw",Zusammenstoß mit einbiegendem / kreuzendem Fahrzeug
,2023,1,15,3,Unfall mit Leichtverletzten,3.0,6.0,0.0,1.0,0.0,0.0,1.0,0.0,"8,485514244000058","49,466671324000060",,,Unfall im Längsverkehr,"Fahrrad, Pkw, LKW",Zusammenstoß mit seitlich in gleicher Richtung fahrendem Fahrzeug
,2023,1,10,3,Unfall mit Schwerverletzten,3.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,"8,520796464000057","49,477495393000027",,,Abbiegeunfall,"Fahrrad, Pkw",Zusammenstoß mit seitlich in gleicher Richtung fahrendem Fahrzeug
,2023,1,9,3,Unfall mit Leichtverletzten,5.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,"8,488146653000058","49,463566787000047",,,Einbiegen / Kreuzen-Unfall,"Fahrrad, Pkw",Zusammenstoß mit einbiegendem / kreuzendem Fahrzeug
,2023,1,7,3,Unfall mit Leichtverletzten,3.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,"8,479720392000047","49,488495415000045",,,Abbiegeunfall,"Fahrrad, Pkw",Zusammenstoß mit seitlich in gleicher Richtung fahrendem Fahrzeug
,2023,1,17,2,Unfall mit Leichtverletzten,3.0,6.0,2.0,1.0,0.0,0.0,0.0,0.0,"8,569254162000050","49,442228904000046",,,Unfall im Längsverkehr,"Fahrrad, Pkw",Zusammenstoß mit seitlich in gleicher Richtung fahrendem Fahrzeug
,2023,1,17,2,Unfall mit Leichtverletzten,4.0,6.0,1.0,1.0,0.0,0.0,0.0,0.0,"8,564453371000070","49,457988534000037",,,Unfall im Längsverkehr,"Fahrrad, Pkw",Zusammenstoß mit entgegenkommendem Fahrzeug
,2023,1,12,2,Unfall mit Leichtverletzten,5.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,"8,482136276000062","49,474190886000031",,,Einbiegen / Kreuzen-Unfall,"Fahrrad, Pkw",Zusammenstoß mit einbiegendem / kreuzendem Fahrzeug
,2023,1,11,2,Unfall mit Leichtverletzten,1.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,"8,495339255000033","49,498905132000061",,,Unfall durch ruhenden Verkehr,"Fahrrad, Pkw",Zusammenstoß mit anfahrendem/ anhaltendem/ ruhendem Fahrzeug
,2023,1,8,2,Unfall mit Schwerverletzten,5.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,"8,506783176000056","49,509492812000076",,,Einbiegen / Kreuzen-Unfall,"Fahrrad, Pkw",Zusammenstoß mit einbiegendem / kreuzendem Fahrzeug
,2023,1,8,2,Unfall mit Leichtverletzten,5.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,"8,466424079000035","49,490573951000044",,,Einbiegen / Kreuzen-Unfall,"Fahrrad, Pkw",Zusammenstoß mit einbiegendem / kreuzendem Fahrzeug
,2023,1,16,1,Unfall mit Leichtverletzten,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,"8,477608694000025","49,517611002000081",,,sonstiger Unfall,Fahrrad,Unfall anderer Art
207481.0,2022,12,13,7,Unfall mit Leichtverletzten,5.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,"8,503103165000031","49,503297572000101",,,Abbiegeunfall,"Fahrrad, Pkw",Zusammenstoß mit einbiegendem / kreuzendem Fahrzeug
206867.0,2022,12,12,7,Unfall mit Schwerverletzten,5.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,"8,481020950000071","49,478200545000000",,,Einbiegen / Kreuzen-Unfall,"Fahrrad, Pkw",Zusammenstoß mit einbiegendem / kreuzendem Fahrzeug
208465.0,2022,12,19,6,Unfall mit Leichtverletzten,5.0,7.0,2.0,1.0,0.0,0.0,0.0,0.0,"8,526996740000071","49,433997353000102",,,sonstiger Unfall,"Fahrrad, Pkw",Zusammenstoß mit einbiegendem / kreuzendem Fahrzeug
206901.0,2022,12,15,6,Unfall mit Leichtverletzten,5.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,"8,481076472000041","49,456818130999999",,,Einbiegen / Kreuzen-Unfall,"Fahrrad, Pkw",Zusammenstoß mit einbiegendem / kreuzendem Fahrzeug
207795.0,2022,12,14,6,Unfall mit Schwerverletzten,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,"8,465279096000071","49,486751680000097",,,Fahrunfall,Fahrrad,Aufprall auf Fahrbahnhindernis
207850.0,2022,12,13,6,Unfall mit Leichtverletzten,1.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,"8,476737840000061","49,481042506000101",,,Unfall durch ruhenden Verkehr,"Fahrrad, Pkw",Zusammenstoß mit anfahrendem/ anhaltendem/ ruhendem Fahrzeug
207816.0,2022,12,11,6,Unfall mit Leichtverletzten,5.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,"8,492508472000051","49,506952706000000",,,Einbiegen / Kreuzen-Unfall,"Fahrrad, Pkw",Zusammenstoß mit einbiegendem / kreuzendem Fahrzeug
